race_id,year,circuit_id,is_street_circuit,lap_number,total_laps,status_sc_active,status_vsc_active,num_cars_running,min_gap_between_any_cars,num_pairs_gap_lt_1s,num_pitstops_last_1_lap,avg_tyre_age_laps,air_temperature,humidity,pressure,rainfall,track_temperature,wind_speed,label_sc_next_lap
2023_MELBOURNE_R,2023,MELBOURNE,1,28,59,1,0,17,0.079,3,0,22.667,17.7,54,1018.2,0,31.1,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,29,59,1,0,17,0.258,4,0,23.667,17.7,54,1018.2,0,31.1,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,30,59,1,0,17,0.087,4,0,24.667,17.8,54,1018.2,0,31,1.3,0
2023_MELBOURNE_R,2023,MELBOURNE,1,31,59,1,0,17,0.11,3,0,25.667,17.9,54,1018.4,0,30.9,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,32,59,1,0,17,0.039,3,0,26.667,17.9,54,1018.2,0,31,1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,33,59,1,0,17,0.185,4,0,27.667,17.9,53,1018.2,0,30.8,1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,34,59,1,0,17,0.083,5,0,28.667,17.9,54,1018,0,30.7,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,35,59,1,0,17,0.492,3,0,29.667,17.9,54,1018.2,0,30.6,1.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,36,59,1,0,17,0.31,2,0,30.667,17.9,55,1018.2,0,30.6,1.3,0
2023_MELBOURNE_R,2023,MELBOURNE,1,37,59,1,0,17,0.089,2,0,30.5,17.8,55,1018.4,0,30.2,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,38,59,1,0,17,0.836,2,0,31.5,17.9,55,1018.2,0,30.2,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,39,59,1,0,17,0.971,2,0,32.5,17.8,55,1018.2,0,30.1,1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,40,59,1,0,17,0.102,3,0,33.5,17.7,56,1018.4,0,30.1,2.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,41,59,1,0,17,0.174,2,0,34.5,17.6,56,1018.2,0,29.9,1.5,0
2023_MELBOURNE_R,2023,MELBOURNE,1,42,59,1,0,17,0.483,1,0,35.5,17.6,57,1018.2,0,29.9,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,43,59,1,0,17,0.139,2,0,36.5,17.6,57,1018.2,0,29.7,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,44,59,1,0,17,0.238,4,0,37.5,17.6,57,1018.2,0,29.6,1.7,0
